B1004,B1006_NAM,B1008,B2001,B2002,B2005,B2020,B3014
SVN_2004,Slovenia,2004,73,2,2,NA,NA
SVN_2004,Slovenia,2004,63,2,2,NA,1
SVN_2004,Slovenia,2004,61,2,2,1,NA
SVN_2004,Slovenia,2004,31,2,2,1,5
SVN_2004,Slovenia,2004,31,2,1,5,5
SVN_2004,Slovenia,2004,32,2,2,3,5
SVN_2004,Slovenia,2004,62,2,2,NA,5
SVN_2004,Slovenia,2004,61,2,2,NA,4
SVN_2004,Slovenia,2004,29,1,2,5,4
SVN_2004,Slovenia,2004,46,2,1,4,3
SVN_2004,Slovenia,2004,48,2,2,NA,5
SVN_2004,Slovenia,2004,28,1,2,NA,2
SVN_2004,Slovenia,2004,64,2,2,NA,5
SVN_2004,Slovenia,2004,24,2,NA,NA,3
SVN_2004,Slovenia,2004,28,2,2,NA,4
SVN_2004,Slovenia,2004,68,1,2,NA,5
SVN_2004,Slovenia,2004,57,1,2,5,4
SVN_2004,Slovenia,2004,54,2,1,NA,5
SVN_2004,Slovenia,2004,67,2,2,NA,1
SVN_2004,Slovenia,2004,52,2,1,NA,4
SVN_2004,Slovenia,2004,56,2,1,NA,5
SVN_2004,Slovenia,2004,59,2,2,NA,5
SVN_2004,Slovenia,2004,24,1,2,NA,5
SVN_2004,Slovenia,2004,24,2,2,5,5
SVN_2004,Slovenia,2004,31,1,2,NA,1
SVN_2004,Slovenia,2004,19,1,2,4,4
SVN_2004,Slovenia,2004,44,2,1,5,5
SVN_2004,Slovenia,2004,30,2,2,NA,5
SVN_2004,Slovenia,2004,52,2,1,NA,NA
SVN_2004,Slovenia,2004,46,1,1,NA,2
SVN_2004,Slovenia,2004,29,1,NA,NA,5
SVN_2004,Slovenia,2004,49,1,1,NA,4
SVN_2004,Slovenia,2004,55,2,2,3,5
SVN_2004,Slovenia,2004,36,2,1,3,4
SVN_2004,Slovenia,2004,26,1,2,NA,4
SVN_2004,Slovenia,2004,28,2,2,NA,4
SVN_2004,Slovenia,2004,23,2,NA,NA,5
SVN_2004,Slovenia,2004,25,1,NA,4,5
SVN_2004,Slovenia,2004,63,1,2,NA,1
SVN_2004,Slovenia,2004,26,2,2,NA,4
SVN_2004,Slovenia,2004,41,2,1,2,5
SVN_2004,Slovenia,2004,46,1,2,5,5
SVN_2004,Slovenia,2004,42,1,1,4,4
SVN_2004,Slovenia,2004,37,2,1,NA,5
SVN_2004,Slovenia,2004,76,2,2,1,5
SVN_2004,Slovenia,2004,56,2,2,2,5
SVN_2004,Slovenia,2004,70,1,2,4,4
SVN_2004,Slovenia,2004,72,2,2,2,5
SVN_2004,Slovenia,2004,66,2,2,2,5
SVN_2004,Slovenia,2004,45,1,1,NA,4
SVN_2004,Slovenia,2004,51,1,2,4,4
SVN_2004,Slovenia,2004,28,2,2,1,1
SVN_2004,Slovenia,2004,62,1,2,NA,5
SVN_2004,Slovenia,2004,53,1,1,NA,3
SVN_2004,Slovenia,2004,36,2,1,NA,5
SVN_2004,Slovenia,2004,58,1,NA,NA,5
SVN_2004,Slovenia,2004,54,1,1,2,3
SVN_2004,Slovenia,2004,43,1,1,3,4
SVN_2004,Slovenia,2004,51,1,1,5,4
SVN_2004,Slovenia,2004,38,2,1,4,1
SVN_2004,Slovenia,2004,35,2,1,NA,NA
SVN_2004,Slovenia,2004,31,2,2,NA,5
SVN_2004,Slovenia,2004,50,1,1,1,1
SVN_2004,Slovenia,2004,69,1,2,1,4
SVN_2004,Slovenia,2004,25,2,NA,NA,5
SVN_2004,Slovenia,2004,24,2,NA,NA,3
SVN_2004,Slovenia,2004,62,2,2,4,4
SVN_2004,Slovenia,2004,31,1,1,4,4
SVN_2004,Slovenia,2004,50,2,2,2,4
SVN_2004,Slovenia,2004,70,2,2,1,5
SVN_2004,Slovenia,2004,72,2,2,1,1
SVN_2004,Slovenia,2004,30,1,1,NA,2
SVN_2004,Slovenia,2004,53,1,2,NA,5
SVN_2004,Slovenia,2004,54,2,2,NA,4
SVN_2004,Slovenia,2004,70,2,2,1,3
SVN_2004,Slovenia,2004,68,2,2,NA,3
SVN_2004,Slovenia,2004,57,2,1,1,4
SVN_2004,Slovenia,2004,73,1,1,NA,5
SVN_2004,Slovenia,2004,33,1,1,NA,4
SVN_2004,Slovenia,2004,73,1,2,3,5
SVN_2004,Slovenia,2004,50,2,2,NA,5
SVN_2004,Slovenia,2004,48,1,2,NA,4
SVN_2004,Slovenia,2004,75,2,2,1,NA
SVN_2004,Slovenia,2004,80,2,2,1,5
SVN_2004,Slovenia,2004,71,2,2,1,5
SVN_2004,Slovenia,2004,53,2,2,NA,5
SVN_2004,Slovenia,2004,28,1,2,2,4
SVN_2004,Slovenia,2004,56,1,1,4,5
SVN_2004,Slovenia,2004,19,2,NA,3,4
SVN_2004,Slovenia,2004,75,2,NA,1,5
SVN_2004,Slovenia,2004,53,2,2,NA,5
SVN_2004,Slovenia,2004,45,2,1,3,5
SVN_2004,Slovenia,2004,41,1,2,2,5
SVN_2004,Slovenia,2004,65,2,2,NA,4
SVN_2004,Slovenia,2004,68,2,2,2,1
SVN_2004,Slovenia,2004,32,1,1,NA,3
SVN_2004,Slovenia,2004,34,1,2,NA,1
SVN_2004,Slovenia,2004,96,2,2,NA,4
SVN_2004,Slovenia,2004,42,1,1,NA,5
SVN_2004,Slovenia,2004,28,2,2,NA,5
SVN_2004,Slovenia,2004,50,1,NA,4,1
SVN_2004,Slovenia,2004,38,1,2,3,5
SVN_2004,Slovenia,2004,46,2,1,5,5
SVN_2004,Slovenia,2004,18,2,2,NA,5
SVN_2004,Slovenia,2004,38,2,2,NA,4
SVN_2004,Slovenia,2004,20,2,2,NA,4
SVN_2004,Slovenia,2004,60,2,2,NA,4
SVN_2004,Slovenia,2004,64,1,2,NA,4
SVN_2004,Slovenia,2004,41,1,1,NA,3
SVN_2004,Slovenia,2004,42,2,1,NA,4
SVN_2004,Slovenia,2004,54,1,2,NA,5
SVN_2004,Slovenia,2004,55,1,2,1,3
SVN_2004,Slovenia,2004,56,1,1,NA,2
SVN_2004,Slovenia,2004,54,2,2,3,5
SVN_2004,Slovenia,2004,37,1,2,4,3
SVN_2004,Slovenia,2004,26,2,2,NA,3
SVN_2004,Slovenia,2004,30,2,1,4,5
SVN_2004,Slovenia,2004,61,1,2,1,2
SVN_2004,Slovenia,2004,52,1,2,5,5
SVN_2004,Slovenia,2004,49,2,1,2,5
SVN_2004,Slovenia,2004,45,2,2,1,1
SVN_2004,Slovenia,2004,42,1,2,2,5
SVN_2004,Slovenia,2004,70,1,NA,1,3
SVN_2004,Slovenia,2004,82,2,NA,1,5
SVN_2004,Slovenia,2004,63,2,2,1,5
SVN_2004,Slovenia,2004,49,1,1,3,4
SVN_2004,Slovenia,2004,51,2,2,NA,1
SVN_2004,Slovenia,2004,23,1,NA,4,5
SVN_2004,Slovenia,2004,42,2,2,4,3
SVN_2004,Slovenia,2004,58,2,2,NA,4
SVN_2004,Slovenia,2004,36,1,2,5,2
SVN_2004,Slovenia,2004,40,2,1,NA,5
SVN_2004,Slovenia,2004,74,2,1,NA,5
SVN_2004,Slovenia,2004,55,1,2,1,5
SVN_2004,Slovenia,2004,42,2,1,1,5
SVN_2004,Slovenia,2004,53,1,1,5,3
SVN_2004,Slovenia,2004,53,1,2,5,5
SVN_2004,Slovenia,2004,31,1,2,NA,4
SVN_2004,Slovenia,2004,54,2,1,NA,4
SVN_2004,Slovenia,2004,38,2,2,5,5
SVN_2004,Slovenia,2004,19,2,2,NA,4
SVN_2004,Slovenia,2004,39,1,2,NA,4
SVN_2004,Slovenia,2004,62,1,2,NA,1
SVN_2004,Slovenia,2004,52,1,1,5,5
SVN_2004,Slovenia,2004,42,1,2,5,5
SVN_2004,Slovenia,2004,68,2,2,5,5
SVN_2004,Slovenia,2004,46,1,2,NA,5
SVN_2004,Slovenia,2004,61,1,2,NA,5
SVN_2004,Slovenia,2004,57,2,2,5,5
SVN_2004,Slovenia,2004,27,1,2,NA,5
SVN_2004,Slovenia,2004,25,1,2,NA,3
SVN_2004,Slovenia,2004,29,2,1,4,3
SVN_2004,Slovenia,2004,65,1,2,3,5
SVN_2004,Slovenia,2004,18,1,2,NA,2
SVN_2004,Slovenia,2004,39,2,2,2,5
SVN_2004,Slovenia,2004,82,1,2,4,5
SVN_2004,Slovenia,2004,38,1,1,5,3
SVN_2004,Slovenia,2004,64,1,2,2,4
SVN_2004,Slovenia,2004,47,2,2,4,5
SVN_2004,Slovenia,2004,34,1,2,4,1
SVN_2004,Slovenia,2004,27,2,2,4,4
SVN_2004,Slovenia,2004,58,2,1,1,5
SVN_2004,Slovenia,2004,27,1,2,NA,1
SVN_2004,Slovenia,2004,43,1,2,4,5
SVN_2004,Slovenia,2004,49,2,1,2,1
SVN_2004,Slovenia,2004,63,2,2,NA,5
SVN_2004,Slovenia,2004,31,2,1,NA,5
SVN_2004,Slovenia,2004,53,2,2,NA,5
SVN_2004,Slovenia,2004,39,1,2,NA,5
SVN_2004,Slovenia,2004,28,2,1,4,3
SVN_2004,Slovenia,2004,48,1,2,NA,5
SVN_2004,Slovenia,2004,30,1,2,NA,4
SVN_2004,Slovenia,2004,67,2,2,NA,5
SVN_2004,Slovenia,2004,46,2,2,NA,5
SVN_2004,Slovenia,2004,53,2,1,NA,3
SVN_2004,Slovenia,2004,25,1,2,NA,3
SVN_2004,Slovenia,2004,35,1,1,NA,3
SVN_2004,Slovenia,2004,81,1,2,NA,4
SVN_2004,Slovenia,2004,61,2,2,4,5
SVN_2004,Slovenia,2004,36,2,2,NA,NA
SVN_2004,Slovenia,2004,76,2,2,NA,NA
SVN_2004,Slovenia,2004,32,2,2,NA,5
SVN_2004,Slovenia,2004,83,2,2,NA,NA
SVN_2004,Slovenia,2004,73,1,2,NA,5
SVN_2004,Slovenia,2004,24,1,2,1,3
SVN_2004,Slovenia,2004,38,1,1,NA,4
SVN_2004,Slovenia,2004,23,2,2,2,1
SVN_2004,Slovenia,2004,42,2,1,NA,5
SVN_2004,Slovenia,2004,20,1,2,NA,5
SVN_2004,Slovenia,2004,45,2,1,NA,2
SVN_2004,Slovenia,2004,36,1,2,NA,4
SVN_2004,Slovenia,2004,22,1,2,NA,5
SVN_2004,Slovenia,2004,25,2,2,NA,3
SVN_2004,Slovenia,2004,80,1,2,4,5
SVN_2004,Slovenia,2004,21,2,NA,NA,5
SVN_2004,Slovenia,2004,78,2,2,1,5
SVN_2004,Slovenia,2004,41,2,2,NA,5
SVN_2004,Slovenia,2004,31,1,2,NA,4
SVN_2004,Slovenia,2004,48,1,1,NA,5
SVN_2004,Slovenia,2004,86,2,2,NA,NA
SVN_2004,Slovenia,2004,49,2,1,5,5
SVN_2004,Slovenia,2004,57,1,2,NA,5
SVN_2004,Slovenia,2004,76,2,2,NA,5
SVN_2004,Slovenia,2004,55,1,1,5,5
SVN_2004,Slovenia,2004,36,1,NA,NA,5
SVN_2004,Slovenia,2004,61,2,2,1,5
SVN_2004,Slovenia,2004,34,1,2,3,3
SVN_2004,Slovenia,2004,19,2,2,NA,5
SVN_2004,Slovenia,2004,51,1,1,NA,5
SVN_2004,Slovenia,2004,46,2,1,NA,5
SVN_2004,Slovenia,2004,18,2,2,NA,5
SVN_2004,Slovenia,2004,48,1,2,5,4
SVN_2004,Slovenia,2004,34,1,2,3,4
SVN_2004,Slovenia,2004,69,2,2,5,5
SVN_2004,Slovenia,2004,49,2,1,3,5
SVN_2004,Slovenia,2004,70,1,2,2,5
SVN_2004,Slovenia,2004,53,1,1,NA,3
SVN_2004,Slovenia,2004,25,1,2,NA,4
SVN_2004,Slovenia,2004,19,2,2,NA,4
SVN_2004,Slovenia,2004,68,2,2,2,5
SVN_2004,Slovenia,2004,41,2,2,4,5
SVN_2004,Slovenia,2004,62,1,2,NA,5
SVN_2004,Slovenia,2004,79,2,2,NA,5
SVN_2004,Slovenia,2004,25,1,2,NA,4
SVN_2004,Slovenia,2004,55,1,2,NA,4
SVN_2004,Slovenia,2004,20,1,2,NA,5
SVN_2004,Slovenia,2004,24,2,2,NA,4
SVN_2004,Slovenia,2004,60,2,2,4,5
SVN_2004,Slovenia,2004,57,2,2,NA,5
SVN_2004,Slovenia,2004,71,1,2,NA,5
SVN_2004,Slovenia,2004,29,2,2,NA,1
SVN_2004,Slovenia,2004,42,2,1,NA,NA
SVN_2004,Slovenia,2004,51,1,2,1,5
SVN_2004,Slovenia,2004,40,2,2,NA,2
SVN_2004,Slovenia,2004,33,1,2,NA,1
SVN_2004,Slovenia,2004,57,1,2,4,3
SVN_2004,Slovenia,2004,25,2,2,3,5
SVN_2004,Slovenia,2004,57,2,1,NA,5
SVN_2004,Slovenia,2004,39,2,1,2,5
SVN_2004,Slovenia,2004,52,2,1,2,4
SVN_2004,Slovenia,2004,49,1,1,NA,5
SVN_2004,Slovenia,2004,46,2,1,NA,5
SVN_2004,Slovenia,2004,22,2,2,NA,1
SVN_2004,Slovenia,2004,79,2,2,NA,5
SVN_2004,Slovenia,2004,83,2,2,1,5
SVN_2004,Slovenia,2004,63,1,2,2,4
SVN_2004,Slovenia,2004,80,1,1,1,5
SVN_2004,Slovenia,2004,32,1,2,4,3
SVN_2004,Slovenia,2004,71,1,2,2,3
SVN_2004,Slovenia,2004,42,1,1,3,2
SVN_2004,Slovenia,2004,68,2,2,1,4
SVN_2004,Slovenia,2004,55,2,1,NA,5
SVN_2004,Slovenia,2004,28,1,2,3,3
SVN_2004,Slovenia,2004,59,1,1,2,5
SVN_2004,Slovenia,2004,36,1,2,4,5
SVN_2004,Slovenia,2004,52,1,1,2,4
SVN_2004,Slovenia,2004,73,2,NA,2,5
SVN_2004,Slovenia,2004,30,1,2,5,4
SVN_2004,Slovenia,2004,30,1,2,2,4
SVN_2004,Slovenia,2004,22,1,2,5,5
SVN_2004,Slovenia,2004,57,2,2,4,5
SVN_2004,Slovenia,2004,44,1,2,4,5
SVN_2004,Slovenia,2004,18,2,NA,NA,5
SVN_2004,Slovenia,2004,19,2,2,2,1
SVN_2004,Slovenia,2004,29,1,2,4,5
SVN_2004,Slovenia,2004,79,1,2,4,4
SVN_2004,Slovenia,2004,26,2,NA,4,5
SVN_2004,Slovenia,2004,41,2,1,5,4
SVN_2004,Slovenia,2004,60,1,2,4,4
SVN_2004,Slovenia,2004,97,2,2,NA,5
SVN_2004,Slovenia,2004,39,1,2,4,2
SVN_2004,Slovenia,2004,25,1,2,NA,5
SVN_2004,Slovenia,2004,32,2,1,NA,5
SVN_2004,Slovenia,2004,70,1,2,NA,5
SVN_2004,Slovenia,2004,27,2,2,NA,5
SVN_2004,Slovenia,2004,80,2,2,1,5
SVN_2004,Slovenia,2004,49,2,1,3,5
SVN_2004,Slovenia,2004,51,2,1,NA,5
SVN_2004,Slovenia,2004,69,1,NA,NA,5
SVN_2004,Slovenia,2004,59,2,1,NA,5
SVN_2004,Slovenia,2004,58,1,2,NA,5
SVN_2004,Slovenia,2004,49,1,2,NA,5
SVN_2004,Slovenia,2004,36,1,1,NA,4
SVN_2004,Slovenia,2004,50,2,2,NA,5
SVN_2004,Slovenia,2004,75,2,2,NA,4
SVN_2004,Slovenia,2004,59,1,1,NA,5
SVN_2004,Slovenia,2004,50,2,2,5,5
SVN_2004,Slovenia,2004,56,1,2,NA,5
SVN_2004,Slovenia,2004,50,1,1,NA,5
SVN_2004,Slovenia,2004,57,1,1,4,4
SVN_2004,Slovenia,2004,38,2,2,5,3
SVN_2004,Slovenia,2004,32,1,1,4,5
SVN_2004,Slovenia,2004,47,2,1,NA,5
SVN_2004,Slovenia,2004,49,1,1,NA,5
SVN_2004,Slovenia,2004,79,1,1,NA,5
SVN_2004,Slovenia,2004,67,1,2,NA,5
SVN_2004,Slovenia,2004,62,2,2,NA,5
SVN_2004,Slovenia,2004,58,2,1,2,5
SVN_2004,Slovenia,2004,78,1,2,1,4
SVN_2004,Slovenia,2004,31,2,1,5,5
SVN_2004,Slovenia,2004,80,1,2,1,4
SVN_2004,Slovenia,2004,80,2,2,NA,5
SVN_2004,Slovenia,2004,53,1,1,3,5
SVN_2004,Slovenia,2004,52,1,2,1,1
SVN_2004,Slovenia,2004,79,2,2,NA,2
SVN_2004,Slovenia,2004,90,2,2,1,3
SVN_2004,Slovenia,2004,29,1,2,1,5
SVN_2004,Slovenia,2004,44,1,2,NA,4
SVN_2004,Slovenia,2004,41,1,1,NA,4
SVN_2004,Slovenia,2004,48,1,2,1,4
SVN_2004,Slovenia,2004,51,1,2,1,5
SVN_2004,Slovenia,2004,43,1,2,NA,4
SVN_2004,Slovenia,2004,22,2,2,NA,4
SVN_2004,Slovenia,2004,57,1,2,1,3
SVN_2004,Slovenia,2004,36,2,2,1,1
SVN_2004,Slovenia,2004,48,1,2,NA,5
SVN_2004,Slovenia,2004,38,2,1,4,1
SVN_2004,Slovenia,2004,38,2,1,NA,1
SVN_2004,Slovenia,2004,78,2,2,1,3
SVN_2004,Slovenia,2004,69,1,1,4,5
SVN_2004,Slovenia,2004,42,1,1,4,4
SVN_2004,Slovenia,2004,36,2,2,NA,3
SVN_2004,Slovenia,2004,52,2,2,NA,NA
SVN_2004,Slovenia,2004,84,2,1,NA,5
SVN_2004,Slovenia,2004,61,1,1,NA,4
SVN_2004,Slovenia,2004,29,2,2,4,5
SVN_2004,Slovenia,2004,45,1,2,NA,5
SVN_2004,Slovenia,2004,51,2,1,4,5
SVN_2004,Slovenia,2004,28,2,2,4,1
SVN_2004,Slovenia,2004,37,1,2,NA,4
SVN_2004,Slovenia,2004,30,2,2,5,5
SVN_2004,Slovenia,2004,19,2,2,NA,4
SVN_2004,Slovenia,2004,37,2,2,5,3
SVN_2004,Slovenia,2004,37,1,1,NA,4
SVN_2004,Slovenia,2004,35,1,2,5,4
SVN_2004,Slovenia,2004,25,2,2,NA,4
SVN_2004,Slovenia,2004,62,1,1,2,5
SVN_2004,Slovenia,2004,74,2,2,2,3
SVN_2004,Slovenia,2004,67,2,2,1,4
SVN_2004,Slovenia,2004,35,2,2,4,2
SVN_2004,Slovenia,2004,36,2,1,4,5
SVN_2004,Slovenia,2004,40,1,2,4,5
SVN_2004,Slovenia,2004,29,2,1,3,4
SVN_2004,Slovenia,2004,36,1,2,4,4
SVN_2004,Slovenia,2004,21,2,2,4,4
SVN_2004,Slovenia,2004,19,1,2,4,1
SVN_2004,Slovenia,2004,57,2,1,4,3
SVN_2004,Slovenia,2004,30,2,2,NA,5
SVN_2004,Slovenia,2004,71,2,2,1,5
SVN_2004,Slovenia,2004,57,1,1,NA,5
SVN_2004,Slovenia,2004,45,1,1,4,5
SVN_2004,Slovenia,2004,38,1,2,2,4
SVN_2004,Slovenia,2004,77,2,2,1,5
SVN_2004,Slovenia,2004,24,2,2,5,5
SVN_2004,Slovenia,2004,39,2,2,1,1
SVN_2004,Slovenia,2004,28,1,NA,4,5
SVN_2004,Slovenia,2004,25,2,2,5,5
SVN_2004,Slovenia,2004,48,2,1,NA,5
SVN_2004,Slovenia,2004,42,1,2,4,5
SVN_2004,Slovenia,2004,54,1,1,4,4
SVN_2004,Slovenia,2004,25,2,2,NA,5
SVN_2004,Slovenia,2004,82,2,2,2,5
SVN_2004,Slovenia,2004,83,2,2,2,5
SVN_2004,Slovenia,2004,64,2,2,1,5
SVN_2004,Slovenia,2004,NA,2,1,NA,NA
SVN_2004,Slovenia,2004,73,2,2,1,4
SVN_2004,Slovenia,2004,47,1,1,1,3
SVN_2004,Slovenia,2004,81,2,2,1,3
SVN_2004,Slovenia,2004,52,1,2,NA,3
SVN_2004,Slovenia,2004,76,1,2,1,5
SVN_2004,Slovenia,2004,21,2,2,NA,5
SVN_2004,Slovenia,2004,28,1,2,NA,5
SVN_2004,Slovenia,2004,20,1,2,NA,5
SVN_2004,Slovenia,2004,69,1,2,NA,4
SVN_2004,Slovenia,2004,83,1,2,NA,5
SVN_2004,Slovenia,2004,22,1,2,NA,5
SVN_2004,Slovenia,2004,45,2,1,2,5
SVN_2004,Slovenia,2004,56,2,2,2,5
SVN_2004,Slovenia,2004,20,2,2,NA,5
SVN_2004,Slovenia,2004,42,2,2,2,4
SVN_2004,Slovenia,2004,42,1,1,2,5
SVN_2004,Slovenia,2004,72,2,2,NA,5
SVN_2004,Slovenia,2004,43,2,1,2,4
SVN_2004,Slovenia,2004,31,2,1,NA,5
SVN_2004,Slovenia,2004,80,2,2,3,5
SVN_2004,Slovenia,2004,23,1,2,NA,4
SVN_2004,Slovenia,2004,19,1,2,4,5
SVN_2004,Slovenia,2004,49,1,2,2,5
SVN_2004,Slovenia,2004,49,2,2,5,5
SVN_2004,Slovenia,2004,76,2,2,1,4
SVN_2004,Slovenia,2004,46,1,1,4,4
SVN_2004,Slovenia,2004,36,2,1,4,5
SVN_2004,Slovenia,2004,47,1,2,2,2
SVN_2004,Slovenia,2004,48,2,2,4,4
SVN_2004,Slovenia,2004,75,2,2,1,5
SVN_2004,Slovenia,2004,20,1,2,5,4
SVN_2004,Slovenia,2004,25,2,2,4,4
SVN_2004,Slovenia,2004,19,2,2,NA,5
SVN_2004,Slovenia,2004,69,1,2,NA,5
SVN_2004,Slovenia,2004,67,1,2,5,5
SVN_2004,Slovenia,2004,84,2,2,1,NA
SVN_2004,Slovenia,2004,78,2,2,1,4
SVN_2004,Slovenia,2004,26,2,2,NA,5
SVN_2004,Slovenia,2004,46,1,1,4,3
SVN_2004,Slovenia,2004,62,2,2,NA,5
SVN_2004,Slovenia,2004,23,2,2,NA,2
SVN_2004,Slovenia,2004,62,2,2,3,NA
SVN_2004,Slovenia,2004,30,1,1,5,4
SVN_2004,Slovenia,2004,54,2,2,5,5
SVN_2004,Slovenia,2004,33,2,2,2,3
SVN_2004,Slovenia,2004,79,2,2,4,4
SVN_2004,Slovenia,2004,26,1,2,NA,3
SVN_2004,Slovenia,2004,67,1,2,NA,4
SVN_2004,Slovenia,2004,41,2,2,NA,5
SVN_2004,Slovenia,2004,46,1,2,1,2
SVN_2004,Slovenia,2004,67,2,2,NA,5
SVN_2004,Slovenia,2004,24,1,2,NA,5
SVN_2004,Slovenia,2004,64,2,2,4,3
SVN_2004,Slovenia,2004,39,2,1,3,NA
SVN_2004,Slovenia,2004,68,2,2,4,5
SVN_2004,Slovenia,2004,75,1,2,5,5
SVN_2004,Slovenia,2004,75,2,1,1,5
SVN_2004,Slovenia,2004,52,1,2,3,4
SVN_2004,Slovenia,2004,54,1,2,5,4
SVN_2004,Slovenia,2004,22,2,2,5,4
SVN_2004,Slovenia,2004,30,1,2,4,3
SVN_2004,Slovenia,2004,62,2,1,3,5
SVN_2004,Slovenia,2004,32,2,2,5,5
SVN_2004,Slovenia,2004,65,2,2,5,5
SVN_2004,Slovenia,2004,45,1,1,5,4
SVN_2004,Slovenia,2004,24,2,2,4,4
SVN_2004,Slovenia,2004,27,1,2,5,2
SVN_2004,Slovenia,2004,20,1,2,NA,3
SVN_2004,Slovenia,2004,45,2,1,3,5
SVN_2004,Slovenia,2004,46,1,2,5,5
SVN_2004,Slovenia,2004,70,1,2,4,5
SVN_2004,Slovenia,2004,47,1,2,5,5
SVN_2004,Slovenia,2004,40,2,2,NA,4
SVN_2004,Slovenia,2004,37,1,2,NA,5
SVN_2004,Slovenia,2004,71,2,2,NA,4
SVN_2004,Slovenia,2004,45,2,2,NA,5
SVN_2004,Slovenia,2004,69,1,2,NA,5
SVN_2004,Slovenia,2004,66,1,2,2,5
SVN_2004,Slovenia,2004,65,1,2,NA,5
SVN_2004,Slovenia,2004,64,1,2,NA,5
SVN_2004,Slovenia,2004,66,1,2,NA,2
SVN_2004,Slovenia,2004,30,1,1,2,4
SVN_2004,Slovenia,2004,42,2,1,4,4
SVN_2004,Slovenia,2004,40,1,2,NA,4
SVN_2004,Slovenia,2004,48,2,2,NA,5
SVN_2004,Slovenia,2004,68,2,2,1,5
SVN_2004,Slovenia,2004,59,1,2,NA,5
SVN_2004,Slovenia,2004,40,2,2,2,5
SVN_2004,Slovenia,2004,50,2,2,1,4
SVN_2004,Slovenia,2004,33,1,2,NA,NA
SVN_2004,Slovenia,2004,79,2,2,NA,5
SVN_2004,Slovenia,2004,33,1,2,NA,5
SVN_2004,Slovenia,2004,50,2,2,NA,5
SVN_2004,Slovenia,2004,38,1,1,NA,5
SVN_2004,Slovenia,2004,62,2,2,NA,5
SVN_2004,Slovenia,2004,31,1,2,NA,5
SVN_2004,Slovenia,2004,53,1,2,4,5
SVN_2004,Slovenia,2004,52,1,2,NA,3
SVN_2004,Slovenia,2004,21,2,2,NA,2
SVN_2004,Slovenia,2004,66,1,2,NA,5
SVN_2004,Slovenia,2004,21,1,2,NA,5
SVN_2004,Slovenia,2004,79,1,2,2,3
SVN_2004,Slovenia,2004,56,1,1,5,3
SVN_2004,Slovenia,2004,43,1,1,NA,5
SVN_2004,Slovenia,2004,19,2,2,NA,3
SVN_2004,Slovenia,2004,48,2,2,NA,5
SVN_2004,Slovenia,2004,35,1,2,NA,5
SVN_2004,Slovenia,2004,87,2,2,NA,5
SVN_2004,Slovenia,2004,44,2,1,NA,5
SVN_2004,Slovenia,2004,32,2,2,NA,5
SVN_2004,Slovenia,2004,52,2,2,NA,5
SVN_2004,Slovenia,2004,25,1,2,NA,5
SVN_2004,Slovenia,2004,51,1,2,2,5
SVN_2004,Slovenia,2004,46,2,1,1,3
SVN_2004,Slovenia,2004,36,2,2,NA,5
SVN_2004,Slovenia,2004,41,2,2,3,3
SVN_2004,Slovenia,2004,21,1,NA,5,5
SVN_2004,Slovenia,2004,44,2,2,3,5
SVN_2004,Slovenia,2004,56,1,2,NA,1
SVN_2004,Slovenia,2004,29,1,2,NA,5
SVN_2004,Slovenia,2004,23,2,NA,NA,5
SVN_2004,Slovenia,2004,23,1,NA,1,5
SVN_2004,Slovenia,2004,40,2,2,4,1
SVN_2004,Slovenia,2004,41,2,2,NA,NA
SVN_2004,Slovenia,2004,38,2,2,NA,1
SVN_2004,Slovenia,2004,34,2,2,NA,5
SVN_2004,Slovenia,2004,66,2,2,NA,5
SVN_2004,Slovenia,2004,45,2,2,NA,5
SVN_2004,Slovenia,2004,35,2,2,3,1
SVN_2004,Slovenia,2004,25,2,2,NA,5
SVN_2004,Slovenia,2004,67,1,2,NA,3
SVN_2004,Slovenia,2004,33,1,2,NA,2
SVN_2004,Slovenia,2004,75,2,2,NA,3
SVN_2004,Slovenia,2004,67,2,2,NA,4
SVN_2004,Slovenia,2004,41,1,2,NA,5
SVN_2004,Slovenia,2004,49,2,1,NA,4
SVN_2004,Slovenia,2004,29,2,1,4,2
SVN_2004,Slovenia,2004,35,1,2,4,5
SVN_2004,Slovenia,2004,40,1,1,3,5
SVN_2004,Slovenia,2004,47,1,1,4,5
SVN_2004,Slovenia,2004,41,2,2,NA,5
SVN_2004,Slovenia,2004,46,1,1,3,5
SVN_2004,Slovenia,2004,37,1,2,NA,5
SVN_2004,Slovenia,2004,64,2,2,NA,5
SVN_2004,Slovenia,2004,37,1,1,3,5
SVN_2004,Slovenia,2004,66,2,2,NA,4
SVN_2004,Slovenia,2004,64,1,2,NA,5
SVN_2004,Slovenia,2004,18,1,2,NA,4
SVN_2004,Slovenia,2004,82,2,2,NA,4
SVN_2004,Slovenia,2004,49,2,1,NA,5
SVN_2004,Slovenia,2004,43,1,2,4,5
SVN_2004,Slovenia,2004,39,1,1,4,5
SVN_2004,Slovenia,2004,46,2,1,3,3
SVN_2004,Slovenia,2004,78,1,1,1,5
SVN_2004,Slovenia,2004,53,1,2,4,5
SVN_2004,Slovenia,2004,44,1,2,NA,5
SVN_2004,Slovenia,2004,76,1,NA,NA,5
SVN_2004,Slovenia,2004,78,2,2,NA,5
SVN_2004,Slovenia,2004,58,2,1,NA,5
SVN_2004,Slovenia,2004,52,2,2,4,5
